business_partner_name,current_km_reading,invoice_date,invoice_line_text,job_card_date,part_description,quantity,unit_price,total_amount,purchase_date
Mitchell Mosciski-Huels,23340,2024-04-03T13:48:40.515Z,Peggy Hansen Sr.,2024-04-22T03:11:24.443Z,Damon Bernier II,6,792.7298377500847,19476.538210862782,2024-07-24T12:40:44.726Z
Grace Ryan,56413,2024-12-15T06:34:35.394Z,Clayton Murazik Jr.,2024-11-05T18:24:00.399Z,Ana Wunsch,4,1150.391700817272,12219.635091745295,2024-03-29T11:01:29.994Z
Myrtle Friesen,79057,2024-05-17T12:08:19.833Z,Olive Wuckert,2024-06-02T12:22:05.532Z,Thelma Marvin,8,321.0062183556147,1683.5289406008087,2024-10-07T02:48:31.486Z
Robert Kilback,19732,2024-06-17T18:45:03.783Z,Michael Lebsack,2024-10-04T20:04:17.043Z,Pauline Wilkinson,3,1811.404359806329,8911.372412974015,2024-06-26T17:23:24.090Z
Herman Franey,89835,2024-09-03T01:33:40.983Z,Clyde Kunze,2024-11-04T07:51:17.155Z,Misty Conroy Sr.,1,1219.1673801629804,17887.17625895515,2024-05-24T21:21:46.153Z
Cindy Hudson,76392,2024-10-12T10:52:23.607Z,Miss Brooke Rodriguez,2025-01-24T13:57:15.103Z,Florence Bernier,4,602.8737710672431,13456.046076817438,2024-10-26T15:09:10.027Z
Victor Hoppe,29599,2024-04-18T09:50:46.442Z,Alfonso MacGyver,2024-07-16T21:06:40.170Z,Dr. Felix Walker,8,762.8813527408056,17357.74917001836,2025-03-07T10:24:37.475Z
Robin Carter IV,2521,2024-07-01T06:34:50.367Z,Dana King,2024-07-26T10:38:54.324Z,Jerald Konopelski,10,1664.081122574862,16347.15477192076,2024-08-12T11:11:31.656Z
Michelle Grimes III,35839,2024-09-01T00:22:25.751Z,Maria Littel,2024-12-10T19:24:09.533Z,Patricia Boehm-Kulas,4,472.0270469551906,19661.625292315148,2024-10-03T11:48:05.623Z
Mrs. Tabitha Oberbrunner,85550,2024-11-20T03:11:53.314Z,Wilson Feeney PhD,2024-07-30T21:45:12.545Z,Shaun Murray,1,1095.0357916532084,8234.566342888866,2024-09-21T21:52:20.607Z
Terrell Bauch-Baumbach Sr.,94859,2024-08-06T22:54:11.705Z,Ms. Annette Botsford-Cummerata,2025-01-04T06:38:41.890Z,Howard Treutel,9,749.7179734171368,10981.879731197841,2025-01-24T13:21:22.943Z
Shelly Hermann,86968,2024-11-05T19:17:06.823Z,Dr. Willard Bode,2025-02-22T00:24:38.882Z,Harold Jacobs,4,762.8664604388177,18010.165192338172,2025-01-31T05:54:52.285Z
Kelli Moore,54281,2025-01-17T13:35:23.910Z,Edmond Wiegand,2024-11-06T04:55:26.936Z,Angelo Denesik,1,617.5555849564262,14832.154830440413,2024-06-26T22:15:18.254Z
Teri Heidenreich,1091,2024-07-01T02:20:47.137Z,Marian Upton-Langworth,2025-01-08T17:59:33.837Z,Mr. Dwight Kuhlman,7,78.23061830131337,3052.502762770746,2024-04-09T18:23:10.395Z
Mr. Zachary Bartoletti,31811,2024-09-05T14:20:14.969Z,Cory Olson,2024-11-08T11:33:15.779Z,Joanne Sauer,10,677.5587150244974,6891.564613208175,2025-02-21T12:08:40.151Z
Teresa Lebsack,46980,2024-04-15T13:36:47.114Z,Jesus Volkman,2024-07-25T19:08:27.266Z,Lucille O'Hara,1,738.5296803666279,17392.582488269545,2025-02-13T01:17:04.162Z
Antoinette Breitenberg,49039,2024-11-04T13:18:33.162Z,Ora Kiehn,2024-09-01T12:51:36.934Z,Corey Larson,9,929.5787021168508,19450.80709484173,2024-03-26T07:13:08.863Z
Dr. Beulah Jast,76287,2024-11-06T08:08:14.283Z,Debbie Jacobi,2024-12-04T12:01:16.418Z,Dr. Rafael Jaskolski,4,649.2808614159003,18104.25430315081,2024-10-07T09:20:26.355Z
Marlon Bartell,91495,2024-08-14T02:46:53.754Z,Darnell Littel,2024-05-21T12:46:03.944Z,May Brakus,5,187.4852279899642,2696.663362311665,2025-01-11T21:27:52.886Z
Melissa Hills,95977,2024-11-02T05:55:09.133Z,Christian Buckridge-Jaskolski,2024-06-03T04:26:20.956Z,Dana Marvin,10,1116.1749314749613,19209.979581588414,2025-02-10T14:02:55.658Z
Maria Sauer,65765,2024-06-22T18:52:29.645Z,Douglas Bayer,2024-09-17T00:12:50.118Z,Roman Beatty Jr.,8,1189.9408354773186,8064.268418203574,2024-04-07T14:33:54.282Z
Erick Friesen,95573,2025-01-30T23:41:34.911Z,Dawn Prohaska,2024-05-26T00:02:29.599Z,Jeff Runolfsson,9,274.44420602405444,17355.676941468846,2025-03-23T07:40:00.509Z
Pablo Friesen,20909,2024-05-20T01:44:37.720Z,Jermaine Schuster,2024-05-04T03:03:14.022Z,Gustavo Funk Sr.,4,1231.116278434638,13146.56329525169,2024-09-22T16:19:05.185Z
Toby Schamberger,88972,2024-10-13T15:51:11.149Z,Howard Kirlin,2024-04-10T13:29:37.255Z,Carrie Smith,3,1992.8431853535585,10404.739032150246,2024-05-31T03:12:59.321Z
Lionel Turcotte,19160,2024-09-10T20:06:20.153Z,Morris Howell,2024-06-08T08:25:25.258Z,Laura Kunde,8,637.7593573648483,5984.898025519215,2024-04-24T10:18:31.223Z
Andrew Price-Schultz,92407,2024-10-10T10:33:49.048Z,Guillermo Littel DVM,2025-02-01T04:08:02.074Z,Ella Oberbrunner,4,902.7504132711329,8056.322233215906,2025-01-29T23:10:34.986Z
Kyle Nienow,90551,2024-04-23T15:04:34.215Z,Valerie Halvorson,2025-01-26T11:56:31.975Z,Audrey Schmidt,4,264.54761007335037,13915.659488039091,2024-10-16T04:59:26.285Z
Maurice MacGyver,64858,2024-10-29T03:30:42.228Z,Rosemary Klein,2024-05-29T04:24:07.053Z,Lauren Wiza-Gibson,9,642.1603320282884,19195.005601411685,2024-11-06T23:47:39.375Z
Leticia Fisher PhD,42363,2024-11-05T09:24:57.283Z,Joan Lubowitz,2024-06-04T22:15:11.298Z,Marshall Reichel III,7,61.3864122889936,5938.49380495958,2025-01-24T07:37:01.532Z
Dr. Conrad Ferry,62549,2024-05-27T12:15:10.949Z,Jonathan Cremin,2024-11-04T04:09:02.118Z,Wm Gerhold,2,1391.7424002778716,11044.087570265401,2024-12-11T05:15:40.081Z
Adam Senger,49240,2024-08-15T13:50:33.173Z,Harry Bednar,2025-03-05T14:51:35.002Z,Traci Romaguera,7,839.583555504214,190.1289287256077,2024-09-11T06:17:57.272Z
Ian Bernier,79990,2024-10-29T14:21:40.988Z,Randal Stoltenberg,2024-12-07T05:04:35.340Z,Ernesto Ziemann,7,1916.3304795394652,6288.539955357555,2024-11-22T11:29:52.027Z
Ms. Stacey Kovacek-Cremin,93959,2024-05-21T03:38:52.709Z,Jaime Weissnat,2024-12-05T03:57:35.840Z,Austin Schimmel,6,1441.308198228944,16198.593129974324,2024-04-01T01:27:34.230Z
Santos Zboncak,26307,2024-12-10T04:26:13.428Z,Diana Armstrong,2025-01-24T13:24:01.597Z,Cathy Kuphal,9,1174.0232574520633,2882.1794904768467,2024-07-08T21:54:33.330Z
Ruby Feil,69841,2024-07-25T09:56:57.530Z,Melissa Osinski,2024-12-10T04:56:12.345Z,Rhonda Daniel,5,1729.2206562240608,19492.82216585707,2024-10-23T03:32:30.277Z
Doris Bechtelar,14378,2024-04-16T14:25:17.122Z,Melody Pfeffer,2024-04-12T05:37:30.401Z,Jon Thompson,3,1708.3756975946017,12208.265906607267,2024-06-17T20:11:55.571Z
Mrs. Angelina Brakus,44152,2024-11-06T08:46:41.857Z,Hazel Rolfson,2025-02-09T21:50:19.638Z,Mr. Rudy Rippin,6,1485.7300032046624,4675.513681361917,2024-07-26T23:46:54.141Z
Marc Medhurst,45856,2024-09-26T22:44:11.778Z,Ida Tremblay,2024-05-12T17:48:48.744Z,Peggy Swaniawski MD,3,1234.3993134447373,18920.66889795242,2024-08-08T05:08:09.746Z
Ms. Lorene Swift,7589,2024-07-22T18:51:23.874Z,Mrs. Essie Gerlach,2024-05-06T00:35:30.020Z,Jerry Crona,10,196.71609840588644,12007.921009359416,2024-11-16T14:36:04.825Z
Lydia Bogan,85643,2024-08-17T20:41:05.267Z,Miss Melba Hyatt,2024-04-15T11:56:37.449Z,Bridget Kuhlman,6,1173.3768590842374,1335.9379594796337,2024-07-25T20:24:06.756Z
Toni Greenfelder,8128,2024-12-02T12:16:56.980Z,Edith Rodriguez III,2024-10-22T18:50:33.868Z,Ruth Lang,8,1611.364814802073,12592.989443568513,2024-10-18T20:48:03.199Z
Edgar Buckridge,13319,2024-06-04T13:49:07.702Z,Ramon Veum,2024-11-17T07:35:35.840Z,Ms. Laura Lehner Sr.,5,1177.1686304942705,3917.048127914313,2024-06-19T15:23:54.013Z
Allison Mohr,49095,2024-12-20T10:31:50.429Z,Katherine Hamill,2024-09-26T16:31:22.576Z,Joanne Toy,8,696.0219822707586,15417.825670982711,2025-03-23T12:35:58.014Z
Dr. Hilda Hahn,46912,2024-05-17T18:28:43.822Z,Leslie Pacocha,2024-07-26T15:21:56.582Z,Bradley Sanford,8,1960.3110885480419,13527.381702617276,2024-08-30T04:44:15.091Z
Tamara O'Reilly,13536,2024-04-28T15:51:57.697Z,Ramon Blick,2024-06-23T01:40:17.922Z,Aaron Wilkinson-Cormier,9,1356.4961247961037,19986.481953575276,2024-05-15T23:07:32.619Z
Mr. Lucas Littel,79341,2025-02-01T10:28:41.928Z,Dr. Kara Bradtke,2025-01-11T15:28:33.131Z,Sonia Hodkiewicz,3,165.67690799711272,18821.46356952144,2024-05-17T17:43:37.052Z
Stella Raynor DDS,1002,2024-11-26T14:03:08.824Z,Bonnie Rippin,2025-03-02T22:21:26.429Z,Erin Koss I,5,1824.1329666343518,8551.793387893122,2024-05-10T12:11:54.016Z
Chelsea Rice,52879,2025-02-21T05:03:53.162Z,Tommie Stokes DDS,2024-06-04T13:16:51.554Z,Martha Reichel,6,1353.2897646422498,14685.760829399806,2024-05-18T14:27:23.284Z
Rosie Goyette,28197,2025-01-20T06:36:08.818Z,Hazel Wuckert,2024-09-05T13:00:50.447Z,Emanuel Bechtelar,10,1947.4265073193237,19948.026876850054,2024-12-30T11:44:55.182Z
Israel Lynch,33429,2024-03-24T18:36:20.230Z,Mr. Rufus Batz,2024-10-12T07:17:19.351Z,Kristin Effertz,8,1038.9148142538033,154.23867511563003,2024-06-18T11:15:26.787Z
Krystal Kuvalis,29063,2024-05-15T23:29:13.991Z,Ms. Patricia Wolff,2024-05-20T09:06:21.624Z,Joanne Gleason,4,457.2696564835496,5627.25670132786,2024-07-22T09:53:45.754Z
Dr. Joann Donnelly,77522,2024-12-10T18:30:50.412Z,Jane Kub PhD,2024-09-09T23:35:17.682Z,Sonja Littel II,5,973.835241177585,19282.614944688976,2025-02-03T21:11:50.896Z
Isaac Robel,77498,2024-11-26T16:59:40.500Z,Debra Champlin,2024-10-30T18:50:31.148Z,Allen Harber,1,1342.5190054113045,3650.8888407610357,2024-05-25T16:24:38.822Z
Wesley Crist-Von,84399,2024-06-01T14:01:22.356Z,Dr. Bob Witting,2024-08-26T11:58:19.284Z,Mitchell Feeney,6,1650.9523177635856,18946.955148433335,2025-03-13T11:41:36.607Z
Adam Larson-Thompson DDS,16122,2024-04-27T17:57:37.297Z,Jacob Shanahan I,2024-11-02T09:48:34.883Z,Brad Howe,4,1565.197752439417,10128.603665728588,2024-05-25T08:22:45.862Z
Lynne Lynch,49995,2024-05-23T10:51:41.999Z,Angela Schinner,2024-12-14T09:00:24.280Z,Gregg McCullough,4,1399.0560855600052,3424.5794130372815,2024-12-16T19:22:35.772Z
Lawrence Bergstrom-Feil,97031,2024-06-23T14:11:51.772Z,Mr. Seth Blick,2024-11-07T13:44:21.848Z,Felicia O'Kon,6,634.6530472743325,9024.707014963496,2024-07-24T18:56:11.233Z
Dr. Scott Mraz,86369,2024-04-14T05:12:13.631Z,Clayton Ankunding,2024-10-11T06:26:02.649Z,Dr. Lucy Lebsack PhD,9,949.0552311297506,1289.1658200300299,2024-03-25T02:42:03.637Z
Ruben Daniel,10333,2024-04-21T00:43:20.701Z,Maggie Gleason,2024-05-06T02:19:23.411Z,Jennie Mosciski IV,5,564.7313121939078,2976.1662028962746,2024-09-12T22:56:31.540Z
Hugh Wolff V,3518,2024-06-18T23:57:56.700Z,Miss Marilyn Weber,2024-12-11T19:07:23.859Z,Christine Tremblay,4,851.9353268435225,1110.511136695277,2024-04-18T23:56:13.351Z
Katie Koch DVM,73662,2025-01-07T00:51:09.899Z,Joshua Mayer,2024-05-06T09:21:04.029Z,Dr. Hector Bradtke,4,616.4526379434392,11173.261403758079,2024-10-23T21:26:57.527Z
Meghan Reilly,74028,2024-09-30T05:05:02.666Z,Naomi Bins,2024-04-23T17:02:47.714Z,Valerie Lang,10,992.0963361510076,7963.062319462188,2024-12-14T14:14:55.949Z
Olga Crona,2983,2025-01-12T15:58:23.457Z,Lucia Leannon,2024-12-13T16:12:29.860Z,Nathan Lueilwitz,10,399.26295661134645,17284.18409267906,2025-02-20T10:36:50.743Z
Shelly Kohler,62600,2024-09-29T17:31:58.063Z,Lorraine Koepp DDS,2025-01-02T00:21:38.152Z,Nicolas Quigley,8,1192.223358049523,3663.055274845101,2024-10-02T23:43:36.378Z
Virgil Becker,35595,2025-02-16T07:40:30.150Z,Mr. Rogelio Goldner,2025-01-09T22:12:54.038Z,Tony Hudson,10,234.04983232030645,9337.528643733822,2025-03-09T04:07:58.802Z
Kyle Simonis,88036,2025-03-22T13:58:15.637Z,Flora Schmitt,2024-03-24T11:11:10.894Z,Shawn West,10,1311.4362563472241,4402.308989933226,2024-11-20T00:36:31.627Z
Craig Turcotte,69506,2024-07-22T23:32:31.727Z,Dave Bayer,2024-08-15T05:00:21.666Z,Jacqueline Gutkowski PhD,4,1847.2253548330627,17236.785393045284,2025-02-21T03:42:27.580Z
Terrell Mraz,7120,2024-10-09T20:36:20.811Z,Laurence Schmidt,2024-09-01T17:48:25.098Z,Mathew O'Conner,7,953.3774460782297,16966.60742997192,2024-09-14T17:02:53.503Z
Lynne Walker,9543,2024-04-22T05:20:22.488Z,Troy Fay-Wehner,2024-05-18T03:06:45.472Z,Stella Schiller,2,1502.4134535342455,16579.287642019335,2024-10-31T02:13:16.661Z
Miss Gina Price,22835,2025-03-03T13:48:12.559Z,Guillermo Franey,2024-11-25T00:05:29.519Z,Shelia Rutherford,8,926.8861257005483,4338.900634797756,2024-08-13T13:02:41.390Z
Tiffany Willms,62101,2025-01-12T12:12:37.223Z,Raquel Doyle II,2024-04-06T18:51:06.259Z,April Senger,1,587.3474450199865,5584.8628282547,2024-05-01T19:28:24.161Z
Lowell Wilkinson,57984,2024-10-28T04:04:37.477Z,Sylvia Weber,2024-12-08T09:26:46.758Z,Marian Schiller,10,634.6644944744185,5005.173721420579,2025-02-02T17:50:37.460Z
Myrtle Jaskolski,48599,2024-05-16T09:08:08.506Z,Marianne Veum,2024-10-05T11:33:29.641Z,Angie Cormier,5,769.0265301032923,1738.300658983644,2024-06-24T14:15:07.253Z
Fernando Kozey,66755,2024-03-29T14:13:45.121Z,Herbert Corkery-Stehr,2024-06-24T14:58:23.394Z,Dr. Brian Wolf,5,615.0511688552797,19379.627479694318,2024-11-30T03:20:17.669Z
Brian Littel,52879,2025-02-23T05:31:16.110Z,Lynne Ortiz Jr.,2024-06-19T03:22:29.827Z,Fredrick Funk,4,1401.3300966238603,18372.881435707677,2024-07-22T20:41:21.494Z
Kathleen Lehner,49232,2024-07-11T21:53:28.718Z,Darryl Graham Jr.,2024-06-26T12:56:50.291Z,Luther O'Keefe,10,681.345816841349,18805.85365560837,2024-09-24T07:13:33.960Z
Johnnie Gottlieb,75354,2024-08-27T17:31:09.443Z,Michele Paucek,2024-12-08T11:15:32.492Z,Paulette Moen,3,682.3373033665121,10382.954056176823,2025-01-10T22:11:09.710Z
Mary Lesch,99102,2024-08-01T16:25:29.047Z,Norman Goyette,2024-12-14T02:15:29.998Z,Roosevelt Brakus-Ledner,5,109.60431639105082,356.3433244009502,2024-06-10T06:15:14.402Z
Melinda Braun,85078,2025-02-11T12:35:22.990Z,Jackie Boyer,2025-02-26T21:10:23.652Z,Eloise Schamberger,9,201.09549169428647,9288.004735007416,2024-09-04T16:17:05.473Z
Ms. Chelsea Kovacek,45939,2024-05-12T13:13:15.821Z,Kerry Terry,2024-12-01T14:09:40.572Z,Clinton McCullough,9,503.75413313740864,15203.200789436232,2024-07-10T17:31:42.902Z
Bethany Altenwerth Sr.,71307,2024-08-02T05:02:15.438Z,Alton Collier,2025-01-26T21:59:57.265Z,Felicia Schmitt,5,1629.7332927118987,4308.080999122467,2025-01-07T15:22:42.565Z
Felix Towne,80895,2025-03-11T23:53:02.464Z,Mr. Earl Schiller MD,2024-11-24T14:06:51.733Z,Richard Gibson,9,1170.0115307234228,743.0939361453056,2025-02-13T22:40:15.319Z
Julia Kuhlman,63736,2025-02-18T02:11:32.996Z,Mr. Dana Greenfelder,2024-11-01T01:10:16.667Z,Josephine Leuschke,7,1039.4543663365766,1923.1025020359084,2024-09-08T20:15:07.415Z
Jesus Maggio,78762,2025-01-24T01:34:25.814Z,Doyle Langosh,2024-03-29T21:07:58.110Z,Guillermo Koch,1,1456.648792058695,15867.192888562568,2024-12-31T17:01:15.647Z
Rodney Ankunding,66018,2024-04-15T01:40:43.730Z,Gregg Batz,2024-11-09T03:20:16.263Z,Marty Block,7,400.8077679085545,9219.818376551848,2024-05-07T15:24:20.133Z
Mrs. Gail Altenwerth,80774,2025-02-08T23:57:37.038Z,Nora Schimmel,2024-09-03T21:31:58.971Z,Manuel Ruecker,7,913.9187507913448,9248.437229450792,2024-10-13T11:28:21.187Z
Mr. Percy Mraz II,2389,2024-08-29T12:20:35.057Z,Mrs. Connie Crist,2024-04-01T23:16:03.457Z,Cora Harvey,1,1625.5030022352003,6297.797959216405,2024-07-12T14:29:30.679Z
Mable Farrell,88815,2025-03-13T08:49:07.813Z,Carroll Tillman Sr.,2024-08-22T11:19:59.104Z,Freda Ullrich,10,916.6749739670195,10789.645562402438,2025-01-01T20:02:25.473Z
Penny Herman I,68700,2025-03-22T22:01:50.662Z,Douglas Weber,2024-12-04T09:28:17.222Z,Dr. Felipe Botsford,1,1716.6546356864274,3216.865282692015,2024-03-26T23:06:23.604Z
Velma Rosenbaum,61344,2024-11-21T06:12:51.738Z,Ivan Luettgen,2025-02-07T19:07:33.168Z,Elbert Botsford,10,646.1524151382037,1743.3450235403143,2025-02-21T02:06:57.980Z
Tami Hackett,77813,2024-04-08T18:47:01.144Z,Julius Lehner,2024-08-06T05:09:30.490Z,Estelle Kreiger,2,200.36228111712262,7412.178728345316,2024-03-30T05:40:30.180Z
Dwight Collier,6701,2024-08-02T01:46:41.462Z,Melinda Beer,2024-06-24T21:00:31.314Z,Otis Pagac,4,1801.2763463542797,2191.0053953062743,2024-09-30T19:58:59.328Z
Myrtle Mayer,16824,2024-11-06T19:40:38.495Z,Wilbert Hyatt,2024-08-05T14:34:45.723Z,Sherry Franey V,10,384.72341707674786,5020.044815482106,2025-01-01T00:52:28.565Z
Veronica Pfeffer,6784,2024-04-10T23:22:16.690Z,Willie Cronin,2024-04-18T16:23:50.521Z,Tamara Ritchie DDS,7,1522.917860117741,14045.842975727282,2024-08-26T11:46:12.537Z
Sara Streich,35935,2024-07-07T17:13:19.914Z,Jeremy Reichert,2024-12-08T08:35:38.016Z,Randy Tromp,4,54.411837994121015,4340.234935330227,2024-12-28T06:07:00.425Z
Joanna Waters,90825,2024-12-14T11:07:55.079Z,Cassandra Fisher,2024-11-26T12:38:44.688Z,Victor Lebsack,4,987.1719307382591,8142.750364926178,2024-06-07T06:39:01.377Z
Dr. Josefina Cartwright,49966,2024-10-05T21:59:32.917Z,Ronnie Buckridge,2024-10-12T20:02:58.293Z,Duane Emmerich,7,1864.9161778390408,14934.976840391755,2024-11-08T21:31:47.965Z
Barbara Ullrich DVM,20936,2024-05-28T09:28:25.127Z,Rex Collier,2024-12-13T20:07:08.119Z,Angelo Cummings,5,609.0296805487014,13730.643651157152,2024-04-18T21:00:45.751Z
Eugene Fahey,86691,2024-08-16T10:01:09.333Z,Mrs. Marion Mante III,2024-09-14T23:04:21.914Z,Raymond O'Connell,4,366.7928961571306,15880.83678119583,2024-05-04T04:26:05.192Z
Marguerite Rolfson-Hamill,93667,2024-11-10T07:17:14.922Z,Rochelle Feeney,2025-03-19T03:48:00.703Z,Anne Ryan,2,1521.3157656020485,15552.86905283574,2024-07-07T03:54:28.393Z
Kari Fay,98428,2024-07-28T17:30:42.988Z,Lois Wolf,2024-04-29T12:40:32.212Z,Sylvia Zemlak,7,95.57263427414,13368.787089793477,2025-02-26T12:57:21.318Z
Ora Parker,71683,2024-12-03T18:41:02.649Z,Mike Daugherty,2024-06-27T05:11:04.890Z,Nicole Greenholt,9,462.1352917631157,10934.871989511885,2024-06-08T12:42:34.352Z
Stella Collier III,75013,2024-10-06T07:55:27.839Z,Lester Fay,2024-07-07T22:45:55.783Z,Bernard Jakubowski,6,817.1102831722237,9203.992137033492,2024-12-29T17:56:23.423Z
Erick Wehner,71439,2024-07-17T10:15:24.562Z,Steve Greenfelder,2025-02-04T11:39:19.705Z,Ira Lang,5,576.4737272751518,4057.4299195897765,2024-08-31T20:40:16.321Z
Mr. Bradford Price,42633,2024-04-12T18:14:27.159Z,Carl Lesch,2024-06-23T04:44:56.935Z,Kristin Goyette,2,1934.929974959232,440.24706282652915,2024-10-10T16:04:39.118Z
Amanda Miller,51942,2024-10-08T22:18:33.654Z,Mr. Kim Christiansen,2024-12-14T16:44:07.259Z,Dr. Wilson Ernser,9,1615.2625299058855,4061.1232152674347,2024-09-05T19:07:20.807Z
Carolyn Senger,63388,2024-11-09T21:48:46.222Z,Casey Terry,2024-05-24T12:43:34.164Z,Miss Blanche Haag,4,762.8141046967357,4890.486178628635,2024-05-18T11:23:44.066Z
Alfredo Barton V,93338,2024-11-09T12:56:54.706Z,Dr. Bradley Ward-Marvin,2025-01-15T16:58:31.919Z,Nathan Ernser,5,1676.7638062126935,17066.80449694395,2024-04-09T18:44:37.415Z
Nicole Heidenreich,40331,2025-01-07T10:10:49.882Z,Tyrone Haley DVM,2024-04-03T16:43:09.976Z,Kayla Mayer,9,876.7308911541477,1337.693772581406,2024-11-07T13:25:05.652Z
Hazel Ankunding,72775,2024-12-12T02:01:03.993Z,Edwin Ryan-Keebler,2024-09-02T21:44:18.955Z,Shari Treutel,2,1918.9892582711764,16435.008872672915,2024-11-07T19:44:53.202Z
Justin Spinka,35458,2024-04-07T18:24:21.284Z,Taylor Feeney,2024-06-05T14:41:51.443Z,Lamar Russel,2,1620.897458982654,11821.514593472239,2024-10-10T09:32:07.474Z
Blanche Lehner,41889,2024-09-05T14:16:59.808Z,Darren Feest Sr.,2024-08-12T20:47:25.862Z,Cassandra Quigley,7,1096.3896018336527,14635.321331792511,2024-12-18T13:19:01.428Z
Randy Hahn-Abshire,17701,2024-04-30T19:07:39.053Z,Darryl Rutherford,2024-11-13T22:05:18.317Z,Della Leuschke,9,385.7177630183287,18640.779688651673,2024-08-09T14:12:39.402Z
Mrs. Shannon Metz,89963,2024-07-28T21:52:51.510Z,Lynda Grady DDS,2025-02-21T23:24:32.711Z,Eddie McClure,2,933.6220708442852,18078.253017016686,2024-07-23T20:35:20.523Z
Lynette Schmitt,40965,2024-10-06T22:53:19.828Z,Sheldon O'Keefe,2024-05-22T14:09:52.174Z,Casey Kuhn,8,377.8636430390179,5054.692701832391,2024-09-04T15:06:54.540Z
Theresa Klocko,79618,2024-10-27T20:32:06.512Z,Ada Parker,2024-09-16T08:18:10.413Z,Jose Boehm,8,547.1035929396749,19414.050907094497,2024-12-11T14:29:27.001Z
Terry Kertzmann,56009,2024-08-31T18:09:14.562Z,Misty Wolf,2025-03-22T04:14:24.417Z,Katie Bayer-Howell,2,430.13534288620576,13746.769723575562,2024-10-25T20:23:43.519Z
Elsie Klein,49018,2024-08-30T21:12:08.579Z,Sylvester Reynolds,2024-06-24T14:12:11.719Z,Henry Rosenbaum,3,655.4292255430482,6040.364989277441,2025-01-30T14:58:54.264Z
Tyler Pfannerstill,57781,2025-03-08T17:37:10.606Z,Angela Bednar,2024-04-26T17:24:31.454Z,Isaac Daugherty IV,8,571.359981095884,5232.073571451474,2024-06-10T14:40:28.361Z
Travis Littel,70992,2025-01-22T23:42:41.140Z,Earl Bradtke Jr.,2024-07-15T09:09:39.980Z,Madeline Dach,6,933.3419211325236,14569.080069020856,2025-03-16T19:25:04.652Z
Zachary Bode,17009,2024-06-04T05:52:26.595Z,Linda Gibson,2024-06-08T11:04:47.057Z,Dr. Lionel Hahn,8,972.7026675594971,7335.546910867561,2024-11-23T00:17:32.097Z
Emmett Purdy,97048,2024-09-26T12:01:27.745Z,Eugene Gutmann,2025-02-04T18:31:29.287Z,Kelly Rempel-Sporer,3,1890.3044504113495,4077.90966326138,2025-02-27T02:46:23.918Z
Edna DuBuque DVM,99218,2024-10-18T18:22:09.951Z,Brandon Ferry,2025-02-05T14:04:53.864Z,Randy Cummings-Metz,5,432.67059510108083,15402.347599936184,2025-03-20T05:26:21.719Z
Leticia Schuster,60189,2024-08-24T20:33:14.923Z,Carolyn Keebler,2024-05-13T22:10:51.891Z,Nettie Rogahn,7,1986.0924909240566,17203.095518099144,2024-11-05T23:14:26.207Z
Brad McCullough,8986,2024-03-26T20:36:18.854Z,Eddie Mosciski,2024-04-12T00:26:40.017Z,Miranda Leannon,8,1432.7907994273119,8546.93912807852,2024-04-20T18:53:45.708Z
Fernando Marquardt,47673,2024-08-18T11:14:08.510Z,Woodrow Waters-Haag,2025-02-20T00:48:21.807Z,Lillie Borer,1,91.28289808286354,7902.349891758058,2024-05-03T00:48:08.999Z
Erick Pfeffer,34720,2024-06-04T19:23:35.017Z,Monique Lebsack DVM,2024-12-02T06:42:22.525Z,Janie Crist,6,1501.0313184233382,14052.672212326434,2024-06-06T23:20:03.775Z
Mathew Baumbach-Kulas V,23430,2024-12-13T16:37:30.045Z,Peggy Dietrich,2025-02-06T18:49:38.922Z,Adrian Zulauf,9,1623.1499168206938,14947.919133328833,2024-05-16T05:53:02.583Z
Joel Rice,87450,2024-11-14T04:47:06.228Z,Joey Orn,2024-06-02T15:03:21.547Z,Willard Prosacco-Hahn,9,1076.90497583244,7498.272542888299,2024-06-16T01:39:26.720Z
Mamie Bode,98047,2024-09-29T20:10:33.093Z,Sandra Breitenberg,2024-08-03T09:36:43.285Z,Connie Waelchi,7,338.29601978650317,5904.205732024275,2024-09-28T11:33:55.592Z
Veronica King,53451,2024-04-17T22:51:39.585Z,Eloise Sauer,2025-02-19T10:57:18.638Z,Hazel Keeling,1,335.80467673018575,10836.887368839234,2024-07-31T03:04:47.267Z
Gloria Stark,80074,2024-11-11T19:44:31.549Z,Sheila Kessler,2024-05-10T04:48:59.166Z,Lola Weissnat,7,787.2783217579126,14229.896281647962,2025-01-02T18:43:56.620Z
Mr. Henry Denesik,84164,2024-09-24T23:42:54.508Z,Duane Zieme,2025-01-14T10:56:32.624Z,Natalie Tromp-Spinka Jr.,5,1701.2900423724204,12536.280535242986,2024-10-25T16:23:08.317Z
Hugh Feest,35400,2024-05-29T02:46:13.175Z,Henry Harvey,2024-04-15T04:40:56.318Z,Stephen Schultz,6,1198.548936075531,19241.8952121865,2025-03-21T14:58:25.440Z
Douglas Kertzmann,85882,2024-11-22T05:46:34.762Z,Joel Rowe,2024-04-19T10:39:40.365Z,Bessie Crona,6,1171.5957100735977,12748.717927921098,2025-02-22T23:46:36.028Z
